numero_permis,n_occurrences,is_suspect
24/102365,5,False
12/17404,5,False
00/361850,5,False
24/87075,5,False
22/145373,5,False
01/473859,5,False
22/152733,5,False
23/108761,5,False
01/412735,5,False
23A222703,5,False
01/479577,5,False
22/159149,5,False
02/317024,5,False
09/143829,5,False
01/438551,5,False
01/515480,5,False
01/429306,4,False
24/117442,4,False
15/11445,4,False
22/105535,4,False
14/9068,4,False
23/28494,4,False
24/148113,4,False
14/122426,4,False
24/39557,4,False
01/431026,4,False
01/316644,4,False
00/274059,4,False
01/23308,4,False
01/555380,4,False
03/107947,4,False
14/0000836,4,False
15/11444,4,False
01/62814,4,False
01/365240,4,False
01/361331,4,False
02/10806,4,False
01/232239,4,False
01/5569,4,False
15/02222,4,False
02/48568,4,False
01/435964,4,False
05/60235,4,False
00/280006,4,False
01/418098,4,False
23/150524,4,False
23/106145,4,False
18/27922,4,False
22/81668,4,False
08/43202,4,False
21/30589,4,False
08/25018,4,False
01/168808,4,False
03/12565,4,False
07/53188,4,False
15/68307,4,False
03/6555,4,False
20/33099,4,False
10/00000,4,False
24/34518,4,False
06/16950,4,False
04/100113,4,False
00/297359,4,False
23/116534,4,False
03266761,4,False
23/96449,4,False
24/56074,4,False
17/20383,4,False
22/37675,4,False
08/10195,4,False
22/33742,4,False
23/33444,4,False
01/193372,4,False
01/438827,4,False
23/1782,4,False
23/114361,4,False
05/8189,4,False
01/505043,4,False
01/82308,4,False
08/74557,4,False
01/426973,4,False
09/161802,4,False
09/58927,4,False
13/24908,4,False
01/256987,4,False
14/42809,4,False
01/264861,4,False
10/23075,4,False
21/10609,4,False
02/159865,4,False
01/378014,4,False
05/42522,4,False
00/230429,4,False
00/123654,4,False
22/74125,4,False
03/2565,4,False
23/80351,4,False
23/144662,4,False
16/8748,4,False
21/24814,4,False
09/186279,4,False
01/309644,4,False
24/111553,4,False
09/43110,4,False
02/295641,4,False
24/159538,4,False
00/741147,4,False
17/35133,4,False
23/81943,4,False
01/352537,4,False
23/120404,4,False
15/53722,4,False
22/46716,4,False
22/72252,4,False
17/22216,4,False
15/96952,4,False
03/100981,4,False
07/12225,4,False
02/63747,4,False
20/22666,4,False
14/26048,4,False
10/101332,4,False
06/30349,4,False
03/208786,4,False
07/33488,4,False
01/235478,4,False
03/62809,4,False
23/120966,4,False
22/14339,4,False
02/9437,4,False
14/51765,4,False
24/50589,4,False
17/48090,4,False
01/447976,4,False
02/62755,4,False
01/1245789,4,False
01/479387,4,False
01/30731,4,False
24/26094,4,False
09/50340,4,False
23/6684,4,False
12/34469,4,False
14/40903,4,False
09/187241,4,False
23/88404,4,False
01/501719,4,False
14/141660,4,False
07/57132,4,False
23/130443,4,False
01/7130,4,False
01/262352,4,False
01/311155,4,False
01/57406,4,False
00/457583,4,False
07/1234,4,False
01/15800,4,False
00/407310,4,False
01/124563,4,False
22/30578,4,False
22/58648,4,False
01/298099,4,False
22/63355,4,False
07/00000,4,False
21/12147,4,False
21/3079,4,False
23/174594,4,False
04/26500,4,False
22/86369,4,False
06/31098,4,False
01/310828,4,False
17/4641,4,False
12/7045,4,False
02/218435,4,False
01/0111,4,False
01/384141,4,False
22/5327,4,False
05/42523,4,False
23/49592,4,False
11/37797,4,False
01/326514,4,False
16/66860,4,False
01/395992,4,False
01249308,4,False
01/249308,4,False
07/91987,4,False
01/063913,4,False
15/12548,4,False
01/454530,4,False
23/21060,4,False
03/125094,4,False
24/16144,4,False
22/135074,4,False
20/21756,4,False
01/102443,4,False
01/22556,4,False
01/441706,4,False
22/136094,4,False
04/95477,4,False
02/68700,4,False
18/29771,4,False
00/328974,4,False
23/121862,4,False
02/150518,4,False
01/272851,4,False
24/7170,4,False
22/53961,4,False
01/417467,4,False
15/1447,4,False
01/397338,4,False
21/13966,4,False
01/316750,4,False
14/25391,4,False
03/188156,4,False
23/183835,4,False
03/169716,4,False
09/10126,4,False
15/44788,4,False
22/19718,4,False
03/38849,4,False
23/18383,4,False
01/417901,4,False
01/375303,4,False
08/74512,4,False
02/148108,4,False
23/132943,4,False
01/254372,4,False
22/81598,4,False
13/38352,4,False
01/443940,4,False
22/158060,4,False
24/70791,4,False
01/364532,4,False
00/400060,4,False
01/390620,4,False
23/58909,4,False
01/737618,4,False
U160F4510A,4,False
02/200553,4,False
15/21995,4,False
23/62584,4,False
01/460434,4,False
23/190185,4,False
20/12193,4,False
09/167176,4,False
23/57977,4,False
01/425309,4,False
14/896521,4,False
01/732152,4,False
01/340673,4,False
22/17578,4,False
02/197547,4,False
01/473406,4,False
00/356488,4,False
12/59389,4,False
01/408099,4,False
01/89284,4,False
01/396834,4,False
01/260423,4,False
01/326531,4,False
22/129483,4,False
01/300256,4,False
02/168903,4,False
01/422590,4,False
01/386241,4,False
23/127746,4,False
02/236239,4,False
02/148288,4,False
22/26157,4,False
08/70517,4,False
00 0000,4,False
12/64316,4,False
11/1340,4,False
09/40095,4,False
00/322427,4,False
24/18985,4,False
17/50741,4,False
24/14153,4,False
14/150902,4,False
23/48255,4,False
01/326381,4,False
07/67753,4,False
22/58320,4,False
01/465101,4,False
12/28812,4,False
23/66937,4,False
01/405225,4,False
03/131137,4,False
07/154426,4,False
01/2365489,4,False
15/125849,4,False
21/31670,4,False
01/251887,4,False
21/26617,4,False
13/16931,4,False
00/358910,4,False
01/89518,4,False
23/184197,4,False
01/169205,4,False
02/11445,4,False
09/194188,4,False
01/479408,4,False
14/23763,4,False
04/52943,4,False
01/82897,4,False
16/59509,4,False
09/60037,4,False
09/161410,4,False
01/423297,4,False
21/36925,4,False
23/104918,4,False
01/241773,4,False
01/62749,4,False
02/283034,4,False
17/52712,4,False
01/357443,4,False
01/425098,4,False
01/316451,4,False
02/214387,4,False
01/314870,4,False
14/145296,4,False
23/42936,4,False
15/105830,4,False
10/17703,4,False
01/298337,4,False
24/90645,4,False
24/46498,4,False
24/152660,4,False
00/369592,4,False
A134412017,4,False
00/265558,4,False
01/306041,4,False
00/395067,4,False
01/243487,4,False
23/93151,4,False
04/5472,4,False
01/276503,4,False
14/0002,4,False
14/68040,4,False
15/7845,4,False
01/414759,4,False
14/16326,4,False
01/288463,4,False
23/67478,4,False
24/28304,4,False
01/138511,4,False
10/1200000,4,False
17/39696,4,False
07/103968,4,False
02/90326,4,False
01/22564,4,False
00/789456,4,False
00/219555,4,False
14/100305,4,False
23/1569,4,False
24/39453,4,False
02/271156,4,False
01/264099,4,False
08/44497,4,False
01/75092,4,False
21/45488,4,False
23/194803,4,False
21/22267,4,False
00/204157,4,False
01/1247896,4,False
01/12345,4,False
07/55313,4,False
01/387535,4,False
05/96807,4,False
07/74876,4,False
00/12456,4,False
22/27433,4,False
00/299342,4,False
15/110214,4,False
01/150179,4,False
09/15487,4,False
15/023692,4,False
17/0912,4,False
01/477772,4,False
01/314803,4,False
02/220272,4,False
23/27380,4,False
21/7964,4,False
17/17220,4,False
0/00000,4,False
00/14541,4,False
13/32634,4,False
17/5041,4,False
01/2205,4,False
23/193973,4,False
01/22654,4,False
22/133164,4,False
02/180706,4,False
14/ 000001,4,False
02/63805,4,False
24/17238,4,False
14/36303,4,False
23/155773,4,False
23/102715,4,False
01/252300,4,False
14/86632,4,False
01/237791,4,False
24/7177,4,False
24/115308,4,False
20/31699,4,False
08/48853,4,False
14/104941,4,False
14/000196,4,False
22/49779,4,False
02/218766,4,False
24/21526,4,False
22/123749,4,False
10/45645,4,False
01/323162,4,False
02/302043,4,False
17/40949,4,False
15/12711,4,False
24/105513,4,False
03/169217,4,False
22/89826,4,False
14/66996,4,False
24/81569,4,False
21/15346,4,False
01/413369,4,False
23/29876,4,False
23/24136,4,False
09/133470,4,False
01/243702,4,False
07/86113,4,False
17/24972,4,False
01/454854,4,False
01020000,4,False
02/126833,4,False
01/67232,4,False
21/00565,4,False
17/14443,4,False
01/169891,4,False
03/203347,4,False
2395914,4,False
00.0000,4,False
16/47014,4,False
11/15092,4,False
10/000000,4,False
15/4581,4,False
02/174735,4,False
23/27441,4,False
02/77893,4,False
02/259514,4,False
24/113988,4,False
08/89431,4,False
14/9500,4,False
02/0000000,4,False
24/19106,4,False
00/253897,4,False
22/132840,4,False
02/98425,4,False
15/14557,4,False
23/43449,4,False
04/84962,4,False
01/408903,4,False
21/14485,4,False
03/192029,4,False
23/137427,4,False
01/332895,4,False
01/2265,4,False
08/8575,4,False
02/10768,4,False
24/93290,4,False
24/75758,4,False
24/42381,4,False
01/82872,4,False
01/194749,4,False
00/344368,4,False
24/31293,4,False
22/123551,4,False
09/192975,4,False
24/5194,4,False
14/77126,4,False
01/532101,4,False
00/125225,4,False
16/58652,4,False
01/87836,4,False
18/23172,4,False
01/31883,4,False
01/506311,4,False
17/40745,4,False
02/280596,4,False
24/110178,4,False
01/175267,4,False
23/78090,4,False
01/145035,4,False
23/209429,4,False
24/44848,4,False
01/411730,4,False
19/13931,4,False
14/7042,4,False
23/187559,4,False
23/172457,4,False
07/152225,4,False
01/503309,4,False
01/392643,4,False
00/469041,4,False
23/194205,4,False
01/145746,4,False
06/24711,4,False
04/177453,4,False
02/170194,4,False
04/156890,4,False
01/391952,4,False
07/83045,4,False
00/392326,4,False
15/4587,4,False
01/532244,4,False
23/87616,4,False
24/57676,4,False
01/406064,4,False
02/241403,4,False
00/406718,4,False
24/8330,4,False
01/295802,4,False
18/40597,4,False
15/24291,4,False
02/149068,4,False
02/285184,4,False
01/477512,4,False
01/251998,4,False
17/30060,4,False
01/443299,4,False
10/2039,4,False
22/24611,4,False
01/261355,4,False
14/51496,4,False
04/149273,4,False
05/62177,4,False
17/8219,4,False
01/211090,4,False
07/129736,4,False
23/97499,4,False
23/143613,4,False
09/31159,4,False
01/26046,4,False
01/188045,4,False
01/317872,4,False
22/52835,4,False
23/24296,4,False
03/184107,4,False
24/77656,4,False
15/69858,4,False
02/2369,4,False
24/41439,4,False
01/400367,4,False
03/214557,4,False
03/177823,4,False
01/399430,4,False
01/146835,4,False
09/32844,4,False
10/40297,4,False
01/249301,4,False
02/2365,4,False
01/283000,4,False
24/89835,4,False
01/23514,4,False
22/95160,4,False
19/29142,4,False
01/341951,4,False
02/36672,4,False
08/28268,4,False
22/115197,4,False
01/189947,4,False
19/0032698,4,False
08/45178,4,False
14/79002,4,False
15/59992,4,False
14/106155,4,False
07/15252,4,False
14/73099,4,False
12/003265,4,False
01/420850,4,False
14/99308,4,False
03/1000,4,False
01/537570,4,False
09/72681,4,False
00/245297,4,False
09/90826,4,False
23/110013,4,False
01/60285,4,False
0123333,4,False
14/111345,4,False
09/142713,4,False
03/96579,4,False
0164423,4,False
2279668,4,False
23/168098,4,False
02/267085,4,False
03/99878,4,False
23/129956,4,False
01/356312,4,False
08/2564,4,False
02/126216,4,False
01/489670,4,False
01/396067,4,False
03/95823,4,False
01/423929,4,False
23/25444,4,False
04/4432,4,False
02/87819,4,False
14/128376,4,False
00/380275,4,False
09/176097,4,False
02/88510,4,False
14/50539,4,False
02/10745,4,False
01/367185,4,False
23/79757,4,False
01/22569,4,False
01/196373,4,False
01/169122,4,False
24/11388,4,False
15/22717,4,False
14/171596,4,False
01/388573,4,False
22/141843,4,False
01/447565,4,False
12/44007,4,False
27/3788001,4,False
03/227180,4,False
01/12305,4,False
15/022225,4,False
02/134031,4,False
14/53231,4,False
01/269016,4,False
02/61681,4,False
00/469904,4,False
01/245736,4,False
01/291425,4,False
01/1245879,4,False
02/221550,4,False
01/39734,4,False
24/57542,4,False
01/498920,4,False
21/56809,4,False
02/167060,4,False
23/72143,4,False
12/0032699,4,False
01/530612,4,False
23/72936,4,False
01/450105,4,False
01/238824,4,False
23/217095,4,False
01/48205,4,False
15/021548,4,False
02/1326,4,False
18/50331,4,False
00/231518,4,False
03/109367,4,False
22/49177,4,False
01/191910,4,False
01/543628,4,False
19/5924,4,False
01/370769,4,False
22/108188,4,False
07/30677,4,False
02/145916,4,False
02/192423,4,False
01/254436,4,False
14/164014,4,False
02/90475,4,False
24/135193,4,False
12/64065,4,False
15/778877,4,False
23/107351,4,False
19/24810,4,False
09/210304,4,False
23/19109,4,False
02/300099,4,False
00/363213,4,False
23/45590,4,False
15/81613,4,False
09/194196,4,False
01/077430,4,False
01/496305,4,False
23/82090,4,False
01/385464,4,False
01/194909,4,False
02/205900,4,False
24/71896,4,False
14AD56998,4,False
17/51653,4,False
01/2356478,4,False
02/77362,4,False
16/62788,4,False
19AN13784,4,False
01/422987,4,False
22/111394,4,False
23/167263,4,False
22/134746,4,False
10/67366,4,False
01/269525,4,False
09/91696,4,False
01/2333,4,False
02/212055,4,False
22/62855,4,False
22/28449,4,False
23/57860,4,False
01/20181,4,False
14/155070,4,False
01/467508,4,False
24/031318,4,False
15/7894,4,False
01/492789,4,False
23/211277,4,False
01/21021,4,False
09/125224,4,False
01/265680,4,False
15/77844,4,False
01/458941,4,False
00/404585,4,False
01/201688,4,False
01/240029,4,False
22/130551,4,False
01/368097,4,False
16/33362,4,False
24/58965,4,False
01/243387,4,False
03/214371,4,False
01/364347,4,False
01/197503,4,False
14/81764,4,False
23/22327,4,False
12/21869,4,False
13/43726,4,False
23/190436,4,False
03/229178,4,False
00/447133,4,False
23/183148,4,False
00/216264,4,False
15/97173,4,False
24/235468,4,False
01/248942,4,False
12/19636,4,False
23/191259,4,False
01/225665,4,False
24/74443,4,False
22/115737,4,False
02/789654,4,False
STATIONNÉE,4,False
01/298311,4,False
01/131830,4,False
09/110060,4,False
01/256714,4,False
02/238400,4,False
23/185911,4,False
01/186906,4,False
23/176489,4,False
01/508285,4,False
01/336430,4,False
00/379003,4,False
01/38888,4,False
01/253701,4,False
14/101977,4,False
14/00123,4,False
14/143173,4,False
24/30377,4,False
09/254185,4,False
0 00000,4,False
23/157532,4,False
02/277350,4,False
09/103380,4,False
15/4578,4,False
01/736490,4,False
23/77546,4,False
07/15225,4,False
01/301522,4,False
04/123205,4,False
23/22314,4,False
00/423981,4,False
22/14068,4,False
01/500651,4,False
00/454339,4,False
23/26241,4,False
01/81663,4,False
03/90937,4,False
03/93598,4,False
09/31263,4,False
06/1667,4,False
23/51519,4,False
24/25426,4,False
01/115447,4,False
23/18747,4,False
01/421211,4,False
01/130578,4,False
01/312775,4,False
02/216400,4,False
24/36870,4,False
15/778844,4,False
14/44276,4,False
24/104967,4,False
23/185967,4,False
01/110000,4,False
23/34947,4,False
14/177865,4,False
01/549677,4,False
01/404842,4,False
00/352133,4,False
23/168690,4,False
09/3741,4,False
02/155470,4,False
02/124538,4,False
01/277821,4,False
09/153678,4,False
01/547433,4,False
07/135829,4,False
21/39404,4,False
02/135561,4,False
24/78601,4,False
15/107962,4,False
01/368735,4,False
17/50448,4,False
01/459862,4,False
24/59189,4,False
01/231456,4,False
00/419980,4,False
01/2345678,4,False
24/3451,4,False
01/0000100,4,False
01/592710,4,False
21/20017,4,False
15AP02403,4,False
02/101662,4,False
01/589760,4,False
23/149670,4,False
02/245250,4,False
1731614,4,False
23/185087,4,False
09/154225,4,False
23/116258,4,False
01/342350,4,False
23/205821,4,False
02/119486,4,False
09/21564,4,False
01/208274,4,False
01/217091,4,False
23/20127,4,False
03/75848,4,False
22/93925,4,False
00/400375,4,False
17/24860,4,False
14/159942,4,False
15/23669,4,False
14/31314,4,False
01/326545,4,False
15/112262,4,False
24/5789,4,False
18/13148,4,False
01/19855,4,False
23/180724,4,False
17/46877,4,False
24/23658,4,False
07/110061,4,False
03/143361,4,False
01/8095,4,False
01/408970,4,False
01/70852,4,False
17/42750,4,False
15/11477,4,False
23/157746,4,False
08/35367,4,False
01/355561,4,False
01/167054,4,False
23/82371,4,False
01/555209,4,False
01/495235,4,False
00/0000001,4,False
09/109372,4,False
24/14999,4,False
01/514013,4,False
23/207215,4,False
01/397923,4,False
09/111542,4,False
F010COAKM8,4,False
22AC95261,4,False
01/224155,4,False
24/93332,4,False
02/324914,4,False
01/255608,4,False
21/18796,4,False
2431521,4,False
24/5897,4,False
08/32968,4,False
22/64096,4,False
01/296552,4,False
14/30941,4,False
03/150268,4,False
09/181842,4,False
02/254371,4,False
00/301319,4,False
21/11922,4,False
24/109860,4,False
01/483371,4,False
01/555041,4,False
01/354098,4,False
22/5900,4,False
02/185355,4,False
01/22658,4,False
01/116714,4,False
01/224089,4,False
23/70663,4,False
23/73824,4,False
02/43975,4,False
20/6205,4,False
01/408265,4,False
24/11648,4,False
01/475737,4,False
13/018692,4,False
23/191808,4,False
01/321565,4,False
01/342749,4,False
02/204755,4,False
14/90045,4,False
22/50565,4,False
24/151786,4,False
00/443901,4,False
23/218781,4,False
24/72647,4,False
24/69145,4,False
01/382471,4,False
00/466845,4,False
02/203545,4,False
14/7657,4,False
22/175688,4,False
22/173133,4,False
17/11672,4,False
01/146300,4,False
01/251451,4,False
24/020111,4,False
21/29027,4,False
15/79495,4,False
23/161037,4,False
21/2365478,4,False
02/314087,4,False
00/425498,4,False
08/72154,4,False
16/56434,4,False
24/45178,4,False
22/4064,4,False
18/20850,4,False
21/041874,4,False
14/114122,4,False
15/47757,4,False
22/149749,4,False
01/459497,4,False
05/37946,4,False
17/16896,4,False
22/94532,4,False
01/13266,4,False
22/168556,4,False
22/173644,4,False
16/105826,4,False
15/108486,4,False
04/72135,4,False
09/90257,4,False
23/232020,4,False
24/94286,4,False
24/54420,4,False
23/200385,4,False
09/139256,4,False
23131999,4,False
02/188503,4,False
23/159287,4,False
02/162230,4,False
01/540507,4,False
23/50758,4,False
01/497849,4,False
23/74579,4,False
23/249257,4,False
04/25218,4,False
03/118914,4,False
23/126165,4,False
19/00245,4,False
22/135903,4,False
23/63084,4,False
21/52367,4,False
01/12546,4,False
24/52968,4,False
03/131891,4,False
22/66356,4,False
15/79397,4,False
01/1254896,4,False
21/6573,4,False
14/0003,4,False
09/8002,4,False
23/109929,4,False
22/127242,4,False
01/460879,4,False
02/253646,4,False
01337961,4,False
24/82007,4,False
0 / 00000,4,False
03/77098,4,False
01/397760,4,False
14/78788,4,False
16/49571,4,False
01/284301,4,False
24/61648,4,False
23/146888,4,False
14/137565,4,False
23/6005,4,False
02/23600,4,False
22/167011,4,False
17/10982,4,False
01/291208,4,False
08/37426,4,False
17/29045,4,False
02/149497,4,False
00/000001,4,False
15/28986,4,False
A03073206,4,False
01/30359,4,False
08/70237,4,False
00/383108,4,False
21/60734,4,False
04/65870,4,False
